id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,18275890,0,1,11152273
1,2,3,0,10,18333023,0,1,2727975
2,4,5,0,14,17721652,0,1,18480428
3,6,7,0,20,16086899,0,1,8694497
4,8,9,0,21,17406539,0,1,5412430
5,10,11,0,27,19720880,0,1,40248092
6,12,13,0,36,17517595,0,1,4243688
7,14,15,0,57,18009414,0,1,17165140
8,16,17,0,72,18820583,0,1,19098489
9,18,19,0,73,20599408,0,1,7181266
10,20,21,0,92,18476679,0,1,10481704
11,22,23,1,3,16196422,0,1,2028458
12,24,25,1,15,14651827,0,1,5404636
13,26,27,1,26,16520131,0,1,26069924
14,28,29,1,27,16777237,0,1,11109432
15,30,31,1,28,15792970,0,1,2302550
16,32,33,1,34,19331272,0,1,6332905
17,34,35,1,43,19358978,0,1,5358854
18,36,37,1,53,19652001,0,1,8181745
19,38,39,1,54,20309658,0,1,25607776
20,40,41,1,71,19674074,0,1,4605725
21,42,43,1,82,20099210,0,1,30516418
22,44,45,1,84,17452722,0,1,3332578
23,46,47,2,9,21308261,0,1,18515087
24,48,49,2,26,18460351,0,1,13793544
25,50,51,2,43,18082393,0,1,7281526
26,52,53,2,44,15907967,0,1,6089673
27,54,55,2,54,16516748,0,1,6787496
28,56,57,2,63,16878502,0,1,5376864
29,58,59,2,65,18929675,0,1,2770627
30,60,61,2,68,17657980,0,1,8461860
31,62,63,2,86,20394149,0,1,11822236
32,64,65,2,87,18319160,0,1,5719278
33,66,67,2,93,18705950,0,1,12507465
34,68,69,3,12,17926114,0,1,16489142
35,70,71,3,31,18418046,0,1,50301715
36,72,73,3,33,15569465,0,1,5026652
37,74,75,3,35,16880125,0,1,20570439
38,76,77,3,36,16190273,0,1,4001395
39,78,79,3,45,15105402,0,1,12411734
40,80,81,3,59,18750336,0,1,21645859
41,82,83,3,73,18775328,0,1,11053432
42,84,85,3,83,14482897,0,1,16988712
43,86,87,3,87,13762997,0,1,3471084
44,88,89,3,97,18987819,0,1,5876770
45,90,91,4,19,15344844,0,1,19162297
46,92,93,4,20,19886435,0,1,17103624
47,94,95,4,42,15927830,0,1,8796133
48,96,97,4,49,17342076,0,1,10958766
49,98,99,4,79,16159795,0,1,4477926
50,100,101,4,82,20099884,0,1,19139211
51,102,103,5,24,19767428,0,1,8003713
52,104,105,5,35,15837082,0,1,7019129
53,106,107,5,52,15480991,0,1,2316569
54,108,109,5,84,20062648,0,1,2403872
55,110,111,5,90,17278535,0,1,3325149
56,112,113,6,8,17143771,0,1,4356553
57,114,115,6,30,16648231,0,1,13897005
