id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,7237359
1,2,3,0,10,17628987,0,1,3440290
2,4,5,0,14,16388712,0,1,13670167
3,6,7,0,20,18329310,0,1,8592629
4,8,9,0,21,21681607,0,1,8147371
5,10,11,0,27,18057043,0,1,6247824
6,12,13,0,36,18935677,0,1,4608919
7,14,15,0,57,16422523,0,1,6461035
8,16,17,0,72,17150858,0,1,7862192
9,18,19,0,73,19452488,0,1,4723356
10,20,21,0,92,16784919,0,1,4668464
11,22,23,1,3,15148793,0,1,3234746
12,24,25,1,15,18844519,0,1,16160122
13,26,27,1,26,18008615,0,1,23662226
14,28,29,1,27,19724521,0,1,16622809
15,30,31,1,28,19468282,0,1,4225149
16,32,33,1,34,18549138,0,1,6630774
17,34,35,1,43,19966646,0,1,10414013
18,36,37,1,53,16296407,0,1,9412382
19,38,39,1,54,15755214,0,1,4728607
20,40,41,1,71,19018628,0,1,30481643
21,42,43,1,82,14330187,0,1,5533021
22,44,45,1,84,18290747,0,1,3848639
23,46,47,2,9,18025247,0,1,3609423
24,48,49,2,26,19493778,0,1,19384975
25,50,51,2,43,15987044,0,1,16742866
26,52,53,2,44,19395855,0,1,9885946
27,54,55,2,54,17343004,0,1,8797903
28,56,57,2,63,20867489,0,1,33731127
29,58,59,2,65,17870231,0,1,11966053
30,60,61,2,68,14521184,0,1,17057532
31,62,63,2,86,17733486,0,1,4247823
32,64,65,2,87,16137428,0,1,20828808
33,66,67,2,93,19677105,0,1,22149720
34,68,69,3,12,20655201,0,1,8068743
35,70,71,3,31,19038918,0,1,7401422
36,72,73,3,33,15373044,0,1,4058159
37,74,75,3,35,18435401,0,1,41034223
38,76,77,3,36,18609711,0,1,3767225
39,78,79,3,45,16091883,0,1,17938188
40,80,81,3,59,19111780,0,1,18737619
41,82,83,3,73,18867459,0,1,22012319
42,84,85,3,83,19079158,0,1,14577778
43,86,87,3,87,19824610,0,1,1857756
44,88,89,3,97,18841527,0,0,0
45,90,91,4,19,15965037,0,1,13462482
46,92,93,4,20,16315779,0,1,2657012
47,94,95,4,42,19176718,0,1,18315689
48,96,97,4,49,19302808,0,1,47280190
49,98,99,4,79,17473893,0,1,8325460
50,100,101,4,82,18332128,0,1,6455395
51,102,103,5,24,20199867,0,1,3492142
52,104,105,5,35,18704522,0,1,7760925
53,106,107,5,52,18137672,0,1,5740088
54,108,109,5,84,17863188,0,1,13449497
55,110,111,5,90,18513982,0,1,3477836
56,112,113,6,8,12727261,0,1,1617797
57,114,115,6,30,21269198,0,1,44840790
58,116,117,6,59,15348831,0,1,2084720
59,118,119,6,61,19390112,0,1,29069398
60,120,121,6,65,17653320,0,1,10227713
61,122,123,6,74,20380525,0,1,49139785
62,124,125,6,89,18127187,0,1,3051187
63,126,127,7,9,17748585,0,1,5541749
64,128,129,7,12,18532289,0,1,7147046
65,130,131,7,18,17888265,0,1,4108871
66,132,133,7,19,18845439,0,1,6881158
67,134,135,7,21,17577200,0,1,3458035
68,136,137,7,24,15012815,0,1,10119890
69,138,139,7,25,15076786,0,1,7671784
70,140,141,7,36,14643031,0,1,8842312
71,142,143,7,43,17669854,0,1,2569629
72,144,145,7,60,21723756,0,1,31837167
73,146,147,7,61,15931356,0,1,1967715
74,148,149,7,66,20146994,0,1,4819833
75,150,151,7,73,19758678,0,1,25835686
76,152,153,7,75,15696947,0,1,9677183
77,154,155,7,77,18916253,0,1,2415270
78,156,157,7,78,19197355,0,1,20838035
79,158,159,8,18,13723200,0,1,2654713
80,160,161,8,21,20471775,0,1,5774230
81,162,163,8,35,16297451,0,1,7467962
82,164,165,8,67,19342106,0,1,8597547
83,166,167,8,68,19156387,0,1,43742330
84,168,169,8,75,17005364,0,1,19342427
85,170,171,8,76,21667571,0,1,31448657
86,172,173,8,81,15699533,0,1,2654515
87,174,175,9,18,17600233,0,1,18167932
88,176,177,9,24,15755086,0,1,13451969
89,178,179,9,69,19910302,0,1,20275799
90,180,181,9,87,19786996,0,1,5863189
91,182,183,9,91,16350045,0,1,3018078
92,184,185,9,98,19488080,0,0,0
93,186,187,10,29,17286661,0,1,10000746
94,188,189,10,53,21390812,0,1,17968753
95,190,191,10,88,20088717,0,1,10294289
96,192,193,11,12,17005856,0,1,5505586
97,194,195,11,22,18562643,0,1,14507802
98,196,197,11,23,17293127,0,1,6278975
99,198,199,11,26,18659121,0,1,9764892
100,200,201,11,33,19112816,0,1,4980617
101,202,203,11,39,15911035,0,1,5803932
102,204,205,11,40,16021270,0,1,15216450
103,206,207,11,45,17092654,0,1,14471236
104,208,209,11,46,20503340,0,1,40947613
105,210,211,11,73,20102971,0,1,6663162
106,212,213,11,92,14945026,0,1,4989941
107,214,215,12,27,18927294,0,1,36623473
108,216,217,12,41,17648734,0,1,4576113
109,218,219,12,43,22335223,0,0,0
110,220,221,12,45,12402004,0,1,5651028
111,222,223,12,46,17823913,0,1,10784880
112,224,225,12,71,19440592,0,1,16666099
113,226,227,12,80,20511298,0,1,11009325
114,228,229,12,89,16444844,0,1,9298348
115,230,231,12,95,15552079,0,1,1593254
116,232,233,13,28,18272740,0,1,7753354
117,234,235,13,29,16335091,0,1,5672149
118,236,237,13,39,20233361,0,1,8435884
119,238,239,13,46,17937915,0,1,10866858
120,240,241,13,77,19702447,0,1,3409175
121,242,243,14,37,17380556,0,1,5013863
122,244,245,14,39,17970839,0,1,3184700
123,246,247,14,46,17998108,0,1,11696968
124,248,249,14,58,20640155,0,1,15514392
125,250,251,14,68,19115561,0,1,5715967
126,252,253,14,89,17543178,0,1,9250461
127,254,255,15,22,19604229,0,1,16478908
128,256,257,15,27,17867460,0,1,15534650
129,258,259,15,33,18820227,0,1,6520573
130,260,261,15,35,19041107,0,1,11864489
131,262,263,15,48,16878060,0,1,24487679
132,264,265,15,56,16366516,0,1,8037123
133,266,267,15,88,14714749,0,1,7567759
134,268,269,16,18,19823155,0,1,4789221
135,270,271,16,31,18648225,0,1,16587952
136,272,273,16,32,17121855,0,1,6830844
137,274,275,16,40,19664612,0,1,20791453
138,276,277,16,44,18482799,0,1,21279780
139,278,279,16,56,17856195,0,1,13555841
140,280,281,16,64,18497370,0,1,2814525
141,282,283,16,68,18006381,0,1,7540016
142,284,285,16,81,19459058,0,1,11706079
143,286,287,16,88,18153598,0,1,3460778
144,288,289,16,90,16519998,0,1,3567790
145,290,291,16,93,14312330,0,1,11662108
146,292,293,16,95,19360108,0,1,19149201
147,294,295,16,97,20146188,0,1,13901521
148,296,297,17,30,18364601,0,1,11761734
149,298,299,17,31,19170646,0,1,9627887
150,300,301,17,39,19572412,0,1,1475106
151,302,303,17,63,19179241,0,1,14096108
152,304,305,17,77,20441561,0,1,17251854
153,306,307,17,81,20139069,0,1,4035397
154,308,309,17,87,18456492,0,1,32724870
155,310,311,18,27,18225939,0,1,19397245
156,312,313,18,40,14390235,0,1,2354251
157,314,315,18,45,16886060,0,1,11052867
158,316,317,18,56,17951615,0,1,15702721
159,318,319,18,58,14468547,0,1,5716068
160,320,321,18,74,16683159,0,1,4209575
161,322,323,18,75,19230136,0,1,3914491
162,324,325,18,76,14894807,0,1,6215175
163,326,327,18,79,18372502,0,1,11845615
164,328,329,18,80,14921953,0,1,17644707
165,330,331,18,83,18599349,0,1,20738608
166,332,333,18,84,19212108,0,1,3326301
167,334,335,18,98,15627726,0,1,9958980
168,336,337,19,25,20798031,0,1,4392162
169,338,339,19,31,16271803,0,1,13537336
170,340,341,19,49,18809211,0,1,39083299
171,342,343,19,66,19236430,0,1,33202520
172,344,345,19,78,18008237,0,1,7206258
173,346,347,19,88,16072498,0,1,29090969
174,348,349,20,22,18215988,0,1,6474612
175,350,351,20,39,17273419,0,1,7741330
176,352,353,20,49,19785122,0,1,19660700
177,354,355,20,52,15922241,0,1,3581904
178,356,357,20,53,14235611,0,1,6403370
179,358,359,20,72,18708254,0,1,20139799
180,360,361,20,79,16310276,0,1,6540825
181,362,363,20,84,14369276,0,1,2426655
182,364,365,20,92,19373643,0,1,20465288
183,366,367,20,95,17447085,0,1,11178065
184,368,369,20,96,20752065,0,1,18540926
185,370,371,21,22,15760929,0,1,8191255
186,372,373,21,32,17722054,0,1,14055749
187,374,375,21,33,18954512,0,1,22769982
188,376,377,21,36,18638998,0,1,2190936
189,378,379,21,47,18419621,0,1,6317223
190,380,381,21,71,19372602,0,1,14022431
191,382,383,21,79,17382179,0,1,27654923
192,384,385,21,85,15325427,0,1,9970028
193,386,387,21,92,18786675,0,1,29498388
194,388,389,22,26,17234091,0,0,0
195,390,391,22,29,15665189,0,1,20186695
196,392,393,22,53,17024110,0,1,15624633
197,394,395,22,64,15555171,0,1,3919232
198,396,397,22,66,17941218,0,1,14604443
199,398,399,22,72,17591324,0,1,12051129
200,400,401,22,85,17138227,0,1,11047312
201,402,403,22,92,17741695,0,1,4137508
202,404,405,23,38,16465194,0,1,12217513
203,406,407,23,43,22404443,0,1,35485578
204,408,409,23,99,17458709,0,1,3334284
205,410,411,24,31,17377966,0,1,6861664
206,412,413,24,65,15838152,0,1,8467294
207,414,415,24,73,17082088,0,1,26905285
208,416,417,24,80,18208595,0,1,37316548
209,418,419,24,82,18509328,0,1,20499105
210,420,421,25,30,17935655,0,1,5206639
211,422,423,25,32,18101204,0,1,39265808
212,424,425,25,37,18637813,0,1,10297676
213,426,427,25,40,17252006,0,1,5715639
214,428,429,25,50,16659087,0,1,5533826
215,430,431,25,61,18803220,0,1,13425039
216,432,433,25,65,16763564,0,1,15578357
217,434,435,25,66,15762501,0,1,18010413
218,436,437,25,72,17989503,0,1,5894311
219,438,439,25,84,18390591,0,1,17883080
220,440,441,25,88,14413870,0,1,2683795
221,442,443,25,93,15263435,0,1,4689065
222,444,445,26,29,17203401,0,1,24182390
223,446,447,26,56,14982500,0,1,7647697
224,448,449,26,79,15981716,0,1,3795819
225,450,451,26,81,19455011,0,1,10826207
226,452,453,26,98,18255661,0,1,22888911
227,454,455,27,28,18944848,0,1,10517758
228,456,457,27,35,18902577,0,1,5740190
229,458,459,27,46,18822204,0,1,8633682
230,460,461,27,54,19945893,0,1,8256136
231,462,463,27,78,18054517,0,1,13142863
232,464,465,27,87,15157037,0,1,7410656
233,466,467,27,98,14468165,0,1,3656455
234,468,469,28,58,19664447,0,1,7390439
235,470,471,28,68,17647187,0,1,13015021
236,472,473,28,76,19459423,0,1,7077141
237,474,475,28,79,14297215,0,1,2151517
238,476,477,28,82,21340783,0,1,16378546
239,478,479,28,85,15611165,0,1,11822897
240,480,481,28,86,17067461,0,1,2643658
241,482,483,28,87,18995525,0,1,5385649
242,484,485,29,37,17783044,0,1,13943743
243,486,487,29,54,16380207,0,1,3052292
244,488,489,29,64,19803515,0,1,6623081
245,490,491,29,65,17445705,0,1,7006246
246,492,493,29,70,19156452,0,1,8866804
247,494,495,29,82,19290273,0,1,37640345
248,496,497,29,83,17791892,0,1,24154655
249,498,499,29,86,14138033,0,1,5738715
250,500,501,29,87,16133346,0,1,8835600
251,502,503,29,98,17303177,0,1,2663316
252,504,505,30,31,16992235,0,1,34423145
253,506,507,30,36,18133736,0,1,7577602
254,508,509,30,38,16299354,0,1,3564238
255,510,511,30,41,16792526,0,1,5130127
256,512,513,30,44,19144683,0,1,5452787
257,514,515,30,57,21461880,0,1,9524794
258,516,517,30,58,14933771,0,1,38880443
259,518,519,30,67,16879080,0,1,18949634
260,520,521,30,73,16100587,0,1,14073546
261,522,523,30,78,18418619,0,1,13095537
262,524,525,30,84,17734654,0,1,12236812
263,526,527,30,86,17002352,0,1,6919627
264,528,529,30,89,16647822,0,1,21367085
265,530,531,30,92,18759268,0,1,5427867
266,532,533,31,35,18689595,0,1,20227219
267,534,535,31,54,17783087,0,1,14346971
268,536,537,31,57,17736242,0,1,2840226
269,538,539,31,81,16596326,0,1,20768351
270,540,541,31,82,17623305,0,1,10701184
271,542,543,31,99,15685818,0,1,10794015
272,544,545,32,33,18012028,0,1,15247015
273,546,547,32,34,17139431,0,1,16333700
274,548,549,32,39,19885350,0,1,9385619
275,550,551,32,46,15849360,0,1,9385418
276,552,553,32,53,16610983,0,1,19009473
277,554,555,32,71,17542824,0,1,37539571
278,556,557,32,94,18283696,0,1,11018956
279,558,559,33,36,17575242,0,1,25996351
280,560,561,33,42,18360509,0,1,3809035
281,562,563,33,46,16881834,0,1,4811861
282,564,565,33,47,21181747,0,1,25402465
283,566,567,33,57,17823844,0,1,6240310
284,568,569,33,67,20092590,0,1,10317591
285,570,571,33,70,18132732,0,1,28429892
286,572,573,33,92,17396188,0,1,3682628
287,574,575,33,93,19992960,0,1,8596354
288,576,577,34,38,18140298,0,1,11160702
289,578,579,34,45,15681201,0,1,16081552
290,580,581,34,46,17866186,0,1,1809477
291,582,583,34,62,18751994,0,1,28163387
292,584,585,34,78,19679900,0,1,45344137
293,586,587,34,87,17391463,0,1,4710968
294,588,589,34,94,19294202,0,1,6634530
295,590,591,35,68,13944882,0,1,11838348
296,592,593,35,76,18811522,0,1,5505546
297,594,595,35,77,18512374,0,1,8668732
298,596,597,35,79,18427291,0,1,8698303
299,598,599,35,80,17118659,0,1,3998187
300,600,601,35,82,19256342,0,1,26943907
301,602,603,36,42,15905269,0,1,5451086
302,604,605,36,43,19711311,0,1,9693318
303,606,607,36,45,15724152,0,1,29072557
304,608,609,36,46,19965407,0,1,13974416
305,610,611,36,48,20183102,0,1,11118841
306,612,613,36,65,18438676,0,1,12949373
307,614,615,36,84,15830268,0,1,7283445
308,616,617,36,97,16422087,0,1,8799642
309,618,619,37,56,15138173,0,1,20603309
310,620,621,37,57,16104527,0,1,28600891
311,622,623,37,63,19162406,0,1,27702566
312,624,625,37,81,19357934,0,1,5987492
313,626,627,37,88,17507059,0,1,8915596
314,628,629,37,98,18013849,0,1,33413610
315,630,631,38,52,18733085,0,1,9781586
316,632,633,38,78,17186203,0,1,32353784
317,634,635,38,89,15462285,0,1,26870279
318,636,637,38,95,15422650,0,1,6418042
319,638,639,38,96,17271879,0,1,12860982
320,640,641,39,47,16976385,0,1,5571879
321,642,643,39,61,15043919,0,1,3526208
322,644,645,39,70,18045547,0,1,6478100
323,646,647,39,77,18143534,0,1,31764850
324,648,649,39,83,17959463,0,1,1754180
325,650,651,39,87,16608398,0,1,42499242
326,652,653,39,89,17193875,0,1,6831207
327,654,655,39,91,18731323,0,1,2601812
328,656,657,39,93,18881499,0,1,3081873
329,658,659,39,96,15129200,0,1,16887818
330,660,661,40,45,13903831,0,1,3888564
331,662,663,40,46,18226315,0,1,8636325
332,664,665,40,51,19549147,0,1,15749257
333,666,667,40,56,14519373,0,1,18467523
334,668,669,40,76,14910355,0,1,24966834
335,670,671,41,45,18241303,0,1,36283182
336,672,673,41,50,18192701,0,1,10827925
337,674,675,41,52,14947644,0,1,18454594
338,676,677,41,66,16060903,0,1,17817445
339,678,679,41,74,17748993,0,1,3586488
340,680,681,41,82,16406900,0,1,4056475
341,682,683,41,97,16117607,0,1,16822754
342,684,685,42,43,18772632,0,1,22836927
343,686,687,42,51,16678341,0,1,23162719
344,688,689,42,59,15875197,0,1,5785852
345,690,691,42,73,17273344,0,1,4682103
346,692,693,42,92,18515738,0,1,4383791
347,694,695,43,52,17820289,0,1,10552552
348,696,697,43,58,18443285,0,1,10923436
