id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,3743702
1,2,3,0,10,17628987,0,1,7979480
2,4,5,0,14,16388712,0,1,14643802
3,6,7,0,20,18329310,0,1,8176036
4,8,9,0,21,21681607,0,1,7561361
5,10,11,0,27,18057043,0,1,23168319
6,12,13,0,36,18935677,0,1,1414412
7,14,15,0,57,16422523,0,1,16744540
8,16,17,0,72,17150858,0,1,12909483
9,18,19,0,73,19452488,0,1,7971686
10,20,21,0,92,16784919,0,1,4720802
11,22,23,1,3,15148793,0,1,7039557
12,24,25,1,15,18844519,0,1,3805081
13,26,27,1,26,18008615,0,1,19726409
14,28,29,1,27,19724521,0,1,5544660
15,30,31,1,28,19468282,0,1,9375099
16,32,33,1,34,18549138,0,1,16602984
17,34,35,1,43,19966646,0,1,10085429
18,36,37,1,53,16296407,0,1,7535063
19,38,39,1,54,15755214,0,1,13255483
20,40,41,1,71,19018628,0,1,9928498
21,42,43,1,82,14330187,0,1,10554653
22,44,45,1,84,18290747,0,1,10820762
23,46,47,2,9,18025247,0,1,5819099
24,48,49,2,26,19493778,0,1,26743085
25,50,51,2,43,15987044,0,1,4114158
26,52,53,2,44,19395855,0,1,12966030
27,54,55,2,54,17343004,0,1,10627999
28,56,57,2,63,20867489,0,1,5556791
29,58,59,2,65,17870231,0,1,6754724
30,60,61,2,68,14521184,0,1,11040368
31,62,63,2,86,17733486,0,1,48467113
32,64,65,2,87,16137428,0,1,25907629
33,66,67,2,93,19677105,0,1,20300078
34,68,69,3,12,20655201,0,1,2820000
35,70,71,3,31,19038918,0,1,11050178
36,72,73,3,33,15373044,0,1,27135813
37,74,75,3,35,18435401,0,1,19901160
38,76,77,3,36,18609711,0,1,5903077
39,78,79,3,45,16091883,0,1,3656463
40,80,81,3,59,19111780,0,1,10903198
41,82,83,3,73,18867459,0,1,15367137
42,84,85,3,83,19079158,0,1,25932342
43,86,87,3,87,19824610,0,1,14621740
44,88,89,3,97,18841527,0,1,7228552
45,90,91,4,19,15965037,0,1,8622558
46,92,93,4,20,16315779,0,1,7462698
47,94,95,4,42,19176718,0,1,19309235
48,96,97,4,49,19302808,0,1,29868518
49,98,99,4,79,17473893,0,1,4502061
50,100,101,4,82,18332128,0,1,5008559
51,102,103,5,24,20199867,0,1,26359050
52,104,105,5,35,18704522,0,1,10736053
53,106,107,5,52,18137672,0,1,5368073
54,108,109,5,84,17863188,0,1,7671541
55,110,111,5,90,18513982,0,1,32150952
56,112,113,6,8,12727261,0,1,8132450
57,114,115,6,30,21269198,0,1,14821722
58,116,117,6,59,15348831,0,1,2789907
59,118,119,6,61,19390112,0,1,4458767
60,120,121,6,65,17653320,0,1,9105852
61,122,123,6,74,20380525,0,1,35595642
62,124,125,6,89,18127187,0,1,16001075
