id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,1712396
1,2,3,0,10,17628987,0,1,6358996
2,4,5,0,14,16388712,0,1,8999242
3,6,7,0,20,18329310,0,1,2284803
4,8,9,0,21,21681607,0,1,21997537
5,10,11,0,27,18057043,0,1,10538084
6,12,13,0,36,18935677,0,1,3726504
7,14,15,0,57,16422523,0,1,17039481
8,16,17,0,72,17150858,0,1,3137454
9,18,19,0,73,19452488,0,1,5664248
10,20,21,0,92,16784919,0,1,10183458
11,22,23,1,3,15148793,0,1,1525783
12,24,25,1,15,18844519,0,1,30633610
13,26,27,1,26,18008615,0,0,0
14,28,29,1,27,19724521,0,1,13013896
15,30,31,1,28,19468282,0,1,10211098
16,32,33,1,34,18549138,0,1,23428964
17,34,35,1,43,19966646,0,1,6342586
18,36,37,1,53,16296407,0,1,4936238
19,38,39,1,54,15755214,0,1,7356674
20,40,41,1,71,19018628,0,1,17061058
21,42,43,1,82,14330187,0,1,6143197
22,44,45,1,84,18290747,0,1,4122646
23,46,47,2,9,18025247,0,1,16325977
24,48,49,2,26,19493778,0,1,49222437
25,50,51,2,43,15987044,0,1,20312466
26,52,53,2,44,19395855,0,1,7657718
27,54,55,2,54,17343004,0,1,8941652
28,56,57,2,63,20867489,0,1,31619835
29,58,59,2,65,17870231,0,1,18217967
30,60,61,2,68,14521184,0,1,8317904
31,62,63,2,86,17733486,0,1,2449294
32,64,65,2,87,16137428,0,1,6876205
33,66,67,2,93,19677105,0,1,9991570
34,68,69,3,12,20655201,0,1,13742531
35,70,71,3,31,19038918,0,1,22046003
36,72,73,3,33,15373044,0,1,4486916
37,74,75,3,35,18435401,0,1,16174438
38,76,77,3,36,18609711,0,1,3400650
39,78,79,3,45,16091883,0,1,10579461
40,80,81,3,59,19111780,0,1,21717865
41,82,83,3,73,18867459,0,1,8239474
42,84,85,3,83,19079158,0,1,4786686
43,86,87,3,87,19824610,0,1,9991770
44,88,89,3,97,18841527,0,1,17624402
45,90,91,4,19,15965037,0,1,3684775
46,92,93,4,20,16315779,0,1,3591490
47,94,95,4,42,19176718,0,1,11036001
48,96,97,4,49,19302808,0,1,16301859
49,98,99,4,79,17473893,0,1,3638700
50,100,101,4,82,18332128,0,1,8359913
51,102,103,5,24,20199867,0,1,11170445
52,104,105,5,35,18704522,0,1,2311069
53,106,107,5,52,18137672,0,1,1739066
54,108,109,5,84,17863188,0,1,14581446
55,110,111,5,90,18513982,0,1,2651657
56,112,113,6,8,12727261,0,1,12336065
57,114,115,6,30,21269198,0,1,18322825
58,116,117,6,59,15348831,0,1,18217469
59,118,119,6,61,19390112,0,1,4478682
60,120,121,6,65,17653320,0,1,12110527
61,122,123,6,74,20380525,0,1,13777205
62,124,125,6,89,18127187,0,1,10442824
63,126,127,7,9,17748585,0,1,4087604
64,128,129,7,12,18532289,0,1,24195234
65,130,131,7,18,17888265,0,1,3447477
66,132,133,7,19,18845439,0,1,20125649
67,134,135,7,21,17577200,0,1,4307595
68,136,137,7,24,15012815,0,1,5553109
69,138,139,7,25,15076786,0,1,2652532
70,140,141,7,36,14643031,0,1,10374289
71,142,143,7,43,17669854,0,1,1906782
72,144,145,7,60,21723756,0,1,16521030
73,146,147,7,61,15931356,0,1,12495079
74,148,149,7,66,20146994,0,1,8379471
75,150,151,7,73,19758678,0,1,9187027
76,152,153,7,75,15696947,0,1,2565501
77,154,155,7,77,18916253,0,1,13928314
78,156,157,7,78,19197355,0,1,14185231
79,158,159,8,18,13723200,0,1,4640934
80,160,161,8,21,20471775,0,0,0
81,162,163,8,35,16297451,0,1,3905897
82,164,165,8,67,19342106,0,1,35626323
83,166,167,8,68,19156387,0,1,9149595
84,168,169,8,75,17005364,0,1,5332394
85,170,171,8,76,21667571,0,1,16613707
86,172,173,8,81,15699533,0,1,11202105
87,174,175,9,18,17600233,0,1,3845127
88,176,177,9,24,15755086,0,1,2486054
89,178,179,9,69,19910302,0,1,27846252
90,180,181,9,87,19786996,0,1,4444979
91,182,183,9,91,16350045,0,1,4874585
92,184,185,9,98,19488080,0,1,4564574
93,186,187,10,29,17286661,0,1,1822715
