id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,13217622
1,2,3,0,10,17628987,0,1,16147466
2,4,5,0,14,16388712,0,1,3339238
3,6,7,0,20,18329310,0,1,6350315
4,8,9,0,21,21681607,0,1,10278382
5,10,11,0,27,18057043,0,1,13131048
6,12,13,0,36,18935677,0,1,3895421
7,14,15,0,57,16422523,0,1,11584877
8,16,17,0,72,17150858,0,1,6642566
9,18,19,0,73,19452488,0,1,8516031
10,20,21,0,92,16784919,0,1,4532087
11,22,23,1,3,15148793,0,1,11363747
12,24,25,1,15,18844519,0,1,3584528
13,26,27,1,26,18008615,0,1,20052723
14,28,29,1,27,19724521,0,1,9176802
15,30,31,1,28,19468282,0,1,8356876
16,32,33,1,34,18549138,0,1,28199138
17,34,35,1,43,19966646,0,1,1280072
18,36,37,1,53,16296407,0,1,20360166
19,38,39,1,54,15755214,0,1,17355993
20,40,41,1,71,19018628,0,1,31592415
21,42,43,1,82,14330187,0,1,4061187
22,44,45,1,84,18290747,0,1,1035334
23,46,47,2,9,18025247,0,1,9279532
24,48,49,2,26,19493778,0,1,23796762
25,50,51,2,43,15987044,0,1,34223082
26,52,53,2,44,19395855,0,1,5658752
27,54,55,2,54,17343004,0,1,11625774
28,56,57,2,63,20867489,0,1,11383607
29,58,59,2,65,17870231,0,1,2781259
30,60,61,2,68,14521184,0,1,8868259
31,62,63,2,86,17733486,0,1,9955133
32,64,65,2,87,16137428,0,1,6891726
33,66,67,2,93,19677105,0,1,6057069
34,68,69,3,12,20655201,0,1,18103942
35,70,71,3,31,19038918,0,1,17924251
36,72,73,3,33,15373044,0,1,10330112
37,74,75,3,35,18435401,0,1,15349110
38,76,77,3,36,18609711,0,1,2863687
39,78,79,3,45,16091883,0,1,9606590
40,80,81,3,59,19111780,0,1,28282740
41,82,83,3,73,18867459,0,1,3012062
42,84,85,3,83,19079158,0,1,11601053
43,86,87,3,87,19824610,0,1,3581426
44,88,89,3,97,18841527,0,1,13994872
45,90,91,4,19,15965037,0,1,5691525
46,92,93,4,20,16315779,0,1,10824413
47,94,95,4,42,19176718,0,1,29647697
48,96,97,4,49,19302808,0,1,40280668
49,98,99,4,79,17473893,0,1,4581080
50,100,101,4,82,18332128,0,1,7145965
51,102,103,5,24,20199867,0,1,4144502
52,104,105,5,35,18704522,0,1,11051890
53,106,107,5,52,18137672,0,1,2458202
54,108,109,5,84,17863188,0,1,5157171
55,110,111,5,90,18513982,0,1,11750758
56,112,113,6,8,12727261,0,1,14861894
57,114,115,6,30,21269198,0,1,25378937
58,116,117,6,59,15348831,0,1,43157045
59,118,119,6,61,19390112,0,1,23242578
60,120,121,6,65,17653320,0,1,17218002
61,122,123,6,74,20380525,0,1,13309013
62,124,125,6,89,18127187,0,1,5894824
63,126,127,7,9,17748585,0,1,12880003
64,128,129,7,12,18532289,0,1,15062706
65,130,131,7,18,17888265,0,1,2912823
66,132,133,7,19,18845439,0,1,18911998
