id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,5830539
1,2,3,0,10,17628987,0,1,6178623
2,4,5,0,14,16388712,0,1,5044194
3,6,7,0,20,18329310,0,1,3485498
4,8,9,0,21,21681607,0,1,7900463
5,10,11,0,27,18057043,0,1,15564187
6,12,13,0,36,18935677,0,1,3584357
7,14,15,0,57,16422523,0,1,8075308
8,16,17,0,72,17150858,0,1,18304152
9,18,19,0,73,19452488,0,1,1915139
10,20,21,0,92,16784919,0,1,5123932
11,22,23,1,3,15148793,0,1,2647317
12,24,25,1,15,18844519,0,1,24129654
13,26,27,1,26,18008615,0,1,4782953
14,28,29,1,27,19724521,0,1,12817933
15,30,31,1,28,19468282,0,1,12120826
16,32,33,1,34,18549138,0,1,2894226
17,34,35,1,43,19966646,0,1,4143769
18,36,37,1,53,16296407,0,1,8547676
19,38,39,1,54,15755214,0,1,6135809
20,40,41,1,71,19018628,0,1,6608704
21,42,43,1,82,14330187,0,1,3346205
22,44,45,1,84,18290747,0,1,4274704
23,46,47,2,9,18025247,0,1,10947233
24,48,49,2,26,19493778,0,1,17152894
25,50,51,2,43,15987044,0,1,26821857
26,52,53,2,44,19395855,0,1,29809158
27,54,55,2,54,17343004,0,1,16712073
28,56,57,2,63,20867489,0,1,46441141
29,58,59,2,65,17870231,0,1,3323816
30,60,61,2,68,14521184,0,1,7045069
31,62,63,2,86,17733486,0,1,5693259
32,64,65,2,87,16137428,0,1,19599027
33,66,67,2,93,19677105,0,1,12550375
34,68,69,3,12,20655201,0,1,18924686
35,70,71,3,31,19038918,0,0,0
36,72,73,3,33,15373044,0,1,3818977
37,74,75,3,35,18435401,0,1,18328612
38,76,77,3,36,18609711,0,1,5107110
39,78,79,3,45,16091883,0,1,6142651
40,80,81,3,59,19111780,0,1,6782524
41,82,83,3,73,18867459,0,1,38479582
42,84,85,3,83,19079158,0,1,4205116
43,86,87,3,87,19824610,0,1,16976328
44,88,89,3,97,18841527,0,1,5580946
45,90,91,4,19,15965037,0,1,17671727
46,92,93,4,20,16315779,0,1,15540327
47,94,95,4,42,19176718,0,1,3171766
48,96,97,4,49,19302808,0,1,16740517
49,98,99,4,79,17473893,0,1,1646010
50,100,101,4,82,18332128,0,1,26127425
51,102,103,5,24,20199867,0,1,3165421
52,104,105,5,35,18704522,0,1,14455784
53,106,107,5,52,18137672,0,1,2956133
54,108,109,5,84,17863188,0,1,8318456
55,110,111,5,90,18513982,0,1,3351282
56,112,113,6,8,12727261,0,1,5233467
57,114,115,6,30,21269198,0,1,33846768
58,116,117,6,59,15348831,0,1,11621091
59,118,119,6,61,19390112,0,1,6831464
60,120,121,6,65,17653320,0,1,9057316
61,122,123,6,74,20380525,0,1,19776788
62,124,125,6,89,18127187,0,1,1858759
63,126,127,7,9,17748585,0,1,7200800
64,128,129,7,12,18532289,0,1,4678014
65,130,131,7,18,17888265,0,1,7859437
66,132,133,7,19,18845439,0,1,17145580
67,134,135,7,21,17577200,0,1,23031897
68,136,137,7,24,15012815,0,1,18100390
69,138,139,7,25,15076786,0,1,6485445
70,140,141,7,36,14643031,0,1,10464127
71,142,143,7,43,17669854,0,1,2225737
72,144,145,7,60,21723756,0,1,4344535
73,146,147,7,61,15931356,0,1,9957762
74,148,149,7,66,20146994,0,1,6467928
75,150,151,7,73,19758678,0,1,22848977
76,152,153,7,75,15696947,0,1,4820450
77,154,155,7,77,18916253,0,1,25913308
78,156,157,7,78,19197355,0,1,11364515
79,158,159,8,18,13723200,0,1,5075735
80,160,161,8,21,20471775,0,1,13478080
81,162,163,8,35,16297451,0,1,17263026
82,164,165,8,67,19342106,0,1,22401205
83,166,167,8,68,19156387,0,1,20752222
84,168,169,8,75,17005364,0,1,11973324
85,170,171,8,76,21667571,0,1,5820542
86,172,173,8,81,15699533,0,1,5695841
87,174,175,9,18,17600233,0,1,7760191
88,176,177,9,24,15755086,0,1,4098871
89,178,179,9,69,19910302,0,1,27606778
90,180,181,9,87,19786996,0,1,4589445
91,182,183,9,91,16350045,0,1,5520540
92,184,185,9,98,19488080,0,1,9615754
93,186,187,10,29,17286661,0,1,17421049
94,188,189,10,53,21390812,0,1,5557780
95,190,191,10,88,20088717,0,1,15621359
96,192,193,11,12,17005856,0,1,16437675
97,194,195,11,22,18562643,0,1,4390373
98,196,197,11,23,17293127,0,1,2977336
99,198,199,11,26,18659121,0,1,21047224
100,200,201,11,33,19112816,0,1,4063941
101,202,203,11,39,15911035,0,1,8768917
102,204,205,11,40,16021270,0,1,10661552
103,206,207,11,45,17092654,0,1,9448649
104,208,209,11,46,20503340,0,1,19585517
105,210,211,11,73,20102971,0,1,38999074
106,212,213,11,92,14945026,0,1,7548843
107,214,215,12,27,18927294,0,1,46063570
108,216,217,12,41,17648734,0,1,6333034
109,218,219,12,43,22335223,0,1,43414227
110,220,221,12,45,12402004,0,1,16245919
111,222,223,12,46,17823913,0,1,13171129
112,224,225,12,71,19440592,0,0,0
113,226,227,12,80,20511298,0,1,2466915
114,228,229,12,89,16444844,0,1,13367997
115,230,231,12,95,15552079,0,1,5885098
116,232,233,13,28,18272740,0,1,12022382
117,234,235,13,29,16335091,0,1,8484010
118,236,237,13,39,20233361,0,1,6620135
119,238,239,13,46,17937915,0,1,3913954
120,240,241,13,77,19702447,0,1,12431414
121,242,243,14,37,17380556,0,1,15703086
122,244,245,14,39,17970839,0,1,33714014
123,246,247,14,46,17998108,0,1,14148496
124,248,249,14,58,20640155,0,1,39249185
125,250,251,14,68,19115561,0,0,0
126,252,253,14,89,17543178,0,1,8264068
127,254,255,15,22,19604229,0,1,23434626
128,256,257,15,27,17867460,0,1,8338791
129,258,259,15,33,18820227,0,1,11261789
130,260,261,15,35,19041107,0,1,20192328
131,262,263,15,48,16878060,0,1,4364484
132,264,265,15,56,16366516,0,1,13277807
133,266,267,15,88,14714749,0,1,28995629
134,268,269,16,18,19823155,0,1,38658564
135,270,271,16,31,18648225,0,1,11571461
136,272,273,16,32,17121855,0,1,7525778
137,274,275,16,40,19664612,0,1,4793523
138,276,277,16,44,18482799,0,1,20463375
139,278,279,16,56,17856195,0,1,20182952
140,280,281,16,64,18497370,0,1,26922562
141,282,283,16,68,18006381,0,1,10698261
142,284,285,16,81,19459058,0,1,11022423
143,286,287,16,88,18153598,0,1,6303500
144,288,289,16,90,16519998,0,1,2301859
145,290,291,16,93,14312330,0,1,7874310
146,292,293,16,95,19360108,0,1,24802306
147,294,295,16,97,20146188,0,1,8025700
148,296,297,17,30,18364601,0,1,9526746
149,298,299,17,31,19170646,0,1,13914860
150,300,301,17,39,19572412,0,1,3487656
151,302,303,17,63,19179241,0,1,5390081
152,304,305,17,77,20441561,0,1,21916120
153,306,307,17,81,20139069,0,1,4882018
154,308,309,17,87,18456492,0,1,9372001
155,310,311,18,27,18225939,0,1,47071436
156,312,313,18,40,14390235,0,1,6094193
157,314,315,18,45,16886060,0,1,11739551
158,316,317,18,56,17951615,0,1,23086123
159,318,319,18,58,14468547,0,1,3176479
160,320,321,18,74,16683159,0,1,10111563
161,322,323,18,75,19230136,0,1,12150585
162,324,325,18,76,14894807,0,1,5880498
163,326,327,18,79,18372502,0,1,8411579
164,328,329,18,80,14921953,0,1,6350483
165,330,331,18,83,18599349,0,1,5838039
166,332,333,18,84,19212108,0,1,7367020
167,334,335,18,98,15627726,0,1,13130284
168,336,337,19,25,20798031,0,1,8054275
169,338,339,19,31,16271803,0,1,25532852
170,340,341,19,49,18809211,0,1,44931779
171,342,343,19,66,19236430,0,1,40738697
172,344,345,19,78,18008237,0,1,6958215
173,346,347,19,88,16072498,0,0,0
174,348,349,20,22,18215988,0,1,2911807
175,350,351,20,39,17273419,0,1,4845805
176,352,353,20,49,19785122,0,1,4144132
177,354,355,20,52,15922241,0,1,25912910
178,356,357,20,53,14235611,0,1,5801359
179,358,359,20,72,18708254,0,1,23390988
180,360,361,20,79,16310276,0,1,3171865
181,362,363,20,84,14369276,0,1,8822291
182,364,365,20,92,19373643,0,1,17897250
183,366,367,20,95,17447085,0,1,4432486
184,368,369,20,96,20752065,0,1,15717838
185,370,371,21,22,15760929,0,1,5321862
186,372,373,21,32,17722054,0,1,7525382
187,374,375,21,33,18954512,0,1,32877748
188,376,377,21,36,18638998,0,1,23415696
189,378,379,21,47,18419621,0,1,15156611
190,380,381,21,71,19372602,0,1,30575543
191,382,383,21,79,17382179,0,1,11808772
192,384,385,21,85,15325427,0,1,8292119
193,386,387,21,92,18786675,0,1,24961107
194,388,389,22,26,17234091,0,1,39812485
195,390,391,22,29,15665189,0,1,5702686
196,392,393,22,53,17024110,0,1,7615351
197,394,395,22,64,15555171,0,1,10943992
198,396,397,22,66,17941218,0,1,3219664
199,398,399,22,72,17591324,0,1,8337992
200,400,401,22,85,17138227,0,1,6701512
201,402,403,22,92,17741695,0,1,7189258
202,404,405,23,38,16465194,0,1,22096344
203,406,407,23,43,22404443,0,1,12984050
204,408,409,23,99,17458709,0,1,33453405
205,410,411,24,31,17377966,0,1,9162610
206,412,413,24,65,15838152,0,1,4432358
207,414,415,24,73,17082088,0,1,9461591
208,416,417,24,80,18208595,0,1,38733224
209,418,419,24,82,18509328,0,1,7622262
210,420,421,25,30,17935655,0,1,9934093
211,422,423,25,32,18101204,0,1,12080885
212,424,425,25,37,18637813,0,1,19191438
213,426,427,25,40,17252006,0,1,9297696
214,428,429,25,50,16659087,0,1,11355254
215,430,431,25,61,18803220,0,1,15580170
216,432,433,25,65,16763564,0,1,18793027
217,434,435,25,66,15762501,0,1,13377564
218,436,437,25,72,17989503,0,1,24586017
219,438,439,25,84,18390591,0,1,16749519
220,440,441,25,88,14413870,0,1,15714735
221,442,443,25,93,15263435,0,1,6020970
222,444,445,26,29,17203401,0,1,38631679
223,446,447,26,56,14982500,0,1,7917923
224,448,449,26,79,15981716,0,1,8585159
225,450,451,26,81,19455011,0,1,11798789
226,452,453,26,98,18255661,0,1,11871316
227,454,455,27,28,18944848,0,1,7332452
228,456,457,27,35,18902577,0,1,8375339
229,458,459,27,46,18822204,0,1,42764063
230,460,461,27,54,19945893,0,1,9093092
231,462,463,27,78,18054517,0,1,23238752
232,464,465,27,87,15157037,0,1,7938091
233,466,467,27,98,14468165,0,1,16944080
234,468,469,28,58,19664447,0,1,7268891
235,470,471,28,68,17647187,0,1,5813970
236,472,473,28,76,19459423,0,1,6910504
237,474,475,28,79,14297215,0,1,27235163
238,476,477,28,82,21340783,0,1,8171464
239,478,479,28,85,15611165,0,1,10099133
240,480,481,28,86,17067461,0,1,16752989
241,482,483,28,87,18995525,0,1,5402990
242,484,485,29,37,17783044,0,1,20250734
243,486,487,29,54,16380207,0,1,2458339
244,488,489,29,64,19803515,0,1,16505213
245,490,491,29,65,17445705,0,1,5245024
246,492,493,29,70,19156452,0,1,5637691
247,494,495,29,82,19290273,0,1,24582419
248,496,497,29,83,17791892,0,1,12205336
249,498,499,29,86,14138033,0,1,20924582
250,500,501,29,87,16133346,0,1,5649050
251,502,503,29,98,17303177,0,1,5491826
252,504,505,30,31,16992235,0,1,9689528
253,506,507,30,36,18133736,0,1,4215756
254,508,509,30,38,16299354,0,1,31263611
255,510,511,30,41,16792526,0,1,18673727
256,512,513,30,44,19144683,0,1,17562204
257,514,515,30,57,21461880,0,1,8617899
258,516,517,30,58,14933771,0,1,11416029
259,518,519,30,67,16879080,0,1,7002152
260,520,521,30,73,16100587,0,1,21062862
261,522,523,30,78,18418619,0,1,11133430
262,524,525,30,84,17734654,0,1,6924084
263,526,527,30,86,17002352,0,1,6480433
264,528,529,30,89,16647822,0,1,34312043
265,530,531,30,92,18759268,0,1,6718829
266,532,533,31,35,18689595,0,1,4378000
267,534,535,31,54,17783087,0,1,20185241
