id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,3714030
1,2,3,0,10,17628987,0,1,36162566
2,4,5,0,14,16388712,0,1,20396304
3,6,7,0,20,18329310,0,1,5201242
4,8,9,0,21,21681607,0,1,7394352
5,10,11,0,27,18057043,0,1,25283887
6,12,13,0,36,18935677,0,1,9082371
7,14,15,0,57,16422523,0,1,40799106
8,16,17,0,72,17150858,0,1,19522193
9,18,19,0,73,19452488,0,1,5153279
10,20,21,0,92,16784919,0,1,7006805
11,22,23,1,3,15148793,0,1,3599992
12,24,25,1,15,18844519,0,1,22839207
13,26,27,1,26,18008615,0,0,0
14,28,29,1,27,19724521,0,1,13541980
15,30,31,1,28,19468282,0,1,1945992
16,32,33,1,34,18549138,0,1,6735012
17,34,35,1,43,19966646,0,1,8883019
18,36,37,1,53,16296407,0,1,2822620
19,38,39,1,54,15755214,0,1,10174256
20,40,41,1,71,19018628,0,1,15609061
21,42,43,1,82,14330187,0,1,12333827
22,44,45,1,84,18290747,0,1,2799086
23,46,47,2,9,18025247,0,1,23442906
24,48,49,2,26,19493778,0,1,19102551
25,50,51,2,43,15987044,0,1,4375118
26,52,53,2,44,19395855,0,1,28173990
27,54,55,2,54,17343004,0,1,38104566
28,56,57,2,63,20867489,0,0,0
29,58,59,2,65,17870231,0,1,5821340
30,60,61,2,68,14521184,0,1,4325289
31,62,63,2,86,17733486,0,1,5444073
32,64,65,2,87,16137428,0,1,12718745
33,66,67,2,93,19677105,0,1,10628100
34,68,69,3,12,20655201,0,1,9498146
35,70,71,3,31,19038918,0,0,0
36,72,73,3,33,15373044,0,1,18025354
37,74,75,3,35,18435401,0,1,22630635
38,76,77,3,36,18609711,0,1,4277789
39,78,79,3,45,16091883,0,1,10655854
40,80,81,3,59,19111780,0,1,20058577
41,82,83,3,73,18867459,0,1,7164767
42,84,85,3,83,19079158,0,1,9131004
43,86,87,3,87,19824610,0,1,8853498
44,88,89,3,97,18841527,0,1,7617465
45,90,91,4,19,15965037,0,1,18889815
46,92,93,4,20,16315779,0,1,7014034
47,94,95,4,42,19176718,0,1,22235996
48,96,97,4,49,19302808,0,1,33679075
49,98,99,4,79,17473893,0,1,4233456
50,100,101,4,82,18332128,0,1,7444532
51,102,103,5,24,20199867,0,1,10377602
52,104,105,5,35,18704522,0,1,35889631
53,106,107,5,52,18137672,0,1,5837644
54,108,109,5,84,17863188,0,1,3401423
55,110,111,5,90,18513982,0,1,6912088
56,112,113,6,8,12727261,0,1,2483943
57,114,115,6,30,21269198,0,1,12613751
58,116,117,6,59,15348831,0,1,4394000
59,118,119,6,61,19390112,0,1,18994339
60,120,121,6,65,17653320,0,1,26177053
61,122,123,6,74,20380525,0,1,30063930
62,124,125,6,89,18127187,0,1,2877418
63,126,127,7,9,17748585,0,1,4614206
64,128,129,7,12,18532289,0,1,4819433
65,130,131,7,18,17888265,0,1,2207504
66,132,133,7,19,18845439,0,1,15311691
67,134,135,7,21,17577200,0,1,6310517
68,136,137,7,24,15012815,0,1,1040719
69,138,139,7,25,15076786,0,1,3379706
70,140,141,7,36,14643031,0,1,6390955
71,142,143,7,43,17669854,0,1,2242809
72,144,145,7,60,21723756,0,1,5331567
73,146,147,7,61,15931356,0,1,11637461
74,148,149,7,66,20146994,0,1,16101441
75,150,151,7,73,19758678,0,1,20991996
76,152,153,7,75,15696947,0,1,34677660
77,154,155,7,77,18916253,0,1,9497185
78,156,157,7,78,19197355,0,1,17964256
79,158,159,8,18,13723200,0,1,6528034
80,160,161,8,21,20471775,0,1,8134545
81,162,163,8,35,16297451,0,1,2590445
82,164,165,8,67,19342106,0,1,5506587
83,166,167,8,68,19156387,0,1,22891596
84,168,169,8,75,17005364,0,1,14677419
85,170,171,8,76,21667571,0,1,7175790
86,172,173,8,81,15699533,0,1,9563460
87,174,175,9,18,17600233,0,1,17642982
88,176,177,9,24,15755086,0,1,10646476
89,178,179,9,69,19910302,0,1,18757151
90,180,181,9,87,19786996,0,1,5526522
91,182,183,9,91,16350045,0,1,18368862
92,184,185,9,98,19488080,0,1,7390025
93,186,187,10,29,17286661,0,1,1395832
94,188,189,10,53,21390812,0,1,15289359
95,190,191,10,88,20088717,0,1,9850319
96,192,193,11,12,17005856,0,1,2162404
97,194,195,11,22,18562643,0,1,2430879
98,196,197,11,23,17293127,0,1,4060465
99,198,199,11,26,18659121,0,1,5625397
100,200,201,11,33,19112816,0,1,12902507
101,202,203,11,39,15911035,0,1,3475768
102,204,205,11,40,16021270,0,1,16233832
103,206,207,11,45,17092654,0,1,17174204
104,208,209,11,46,20503340,0,1,9554596
105,210,211,11,73,20102971,0,1,8482889
106,212,213,11,92,14945026,0,1,16414780
107,214,215,12,27,18927294,0,1,19986477
108,216,217,12,41,17648734,0,1,3804511
109,218,219,12,43,22335223,0,1,20536952
110,220,221,12,45,12402004,0,1,6081226
111,222,223,12,46,17823913,0,1,5918542
112,224,225,12,71,19440592,0,1,10128802
113,226,227,12,80,20511298,0,1,5507488
114,228,229,12,89,16444844,0,1,2636057
115,230,231,12,95,15552079,0,1,15383677
116,232,233,13,28,18272740,0,0,0
117,234,235,13,29,16335091,0,1,37144982
118,236,237,13,39,20233361,0,1,21339127
119,238,239,13,46,17937915,0,1,8746628
120,240,241,13,77,19702447,0,1,26165914
121,242,243,14,37,17380556,0,1,1927071
122,244,245,14,39,17970839,0,1,8421347
123,246,247,14,46,17998108,0,1,4725860
124,248,249,14,58,20640155,0,1,8477840
125,250,251,14,68,19115561,0,1,14305867
126,252,253,14,89,17543178,0,0,0
127,254,255,15,22,19604229,0,1,32572284
128,256,257,15,27,17867460,0,1,7753050
129,258,259,15,33,18820227,0,1,7873172
130,260,261,15,35,19041107,0,1,20641939
131,262,263,15,48,16878060,0,1,15794236
132,264,265,15,56,16366516,0,1,8204338
133,266,267,15,88,14714749,0,1,1727554
134,268,269,16,18,19823155,0,1,8049057
135,270,271,16,31,18648225,0,1,7315531
136,272,273,16,32,17121855,0,1,13179545
137,274,275,16,40,19664612,0,1,3066860
138,276,277,16,44,18482799,0,0,0
139,278,279,16,56,17856195,0,1,9694942
140,280,281,16,64,18497370,0,1,5126302
141,282,283,16,68,18006381,0,1,12313936
142,284,285,16,81,19459058,0,1,20762417
143,286,287,16,88,18153598,0,1,8997769
144,288,289,16,90,16519998,0,1,3207846
145,290,291,16,93,14312330,0,1,16719860
146,292,293,16,95,19360108,0,1,14441142
147,294,295,16,97,20146188,0,1,15463987
148,296,297,17,30,18364601,0,1,22144367
149,298,299,17,31,19170646,0,1,13399045
150,300,301,17,39,19572412,0,1,10075472
151,302,303,17,63,19179241,0,1,18705530
152,304,305,17,77,20441561,0,1,15197301
153,306,307,17,81,20139069,0,1,3731160
154,308,309,17,87,18456492,0,1,19409259
155,310,311,18,27,18225939,0,1,7296286
156,312,313,18,40,14390235,0,1,17749863
157,314,315,18,45,16886060,0,1,8461062
158,316,317,18,56,17951615,0,1,5541299
159,318,319,18,58,14468547,0,1,13863058
160,320,321,18,74,16683159,0,1,14270961
161,322,323,18,75,19230136,0,1,17141813
162,324,325,18,76,14894807,0,1,5753683
163,326,327,18,79,18372502,0,1,8170950
164,328,329,18,80,14921953,0,1,5271493
165,330,331,18,83,18599349,0,1,28759617
166,332,333,18,84,19212108,0,1,9567453
167,334,335,18,98,15627726,0,1,4916684
168,336,337,19,25,20798031,0,1,7209400
169,338,339,19,31,16271803,0,0,0
170,340,341,19,49,18809211,0,1,5773406
171,342,343,19,66,19236430,0,1,6515275
172,344,345,19,78,18008237,0,1,33297097
173,346,347,19,88,16072498,0,1,11292947
174,348,349,20,22,18215988,0,1,16466293
175,350,351,20,39,17273419,0,1,10943624
176,352,353,20,49,19785122,0,1,24523391
177,354,355,20,52,15922241,0,1,6372303
178,356,357,20,53,14235611,0,1,7251683
179,358,359,20,72,18708254,0,1,27754281
180,360,361,20,79,16310276,0,1,13025242
181,362,363,20,84,14369276,0,1,10409094
182,364,365,20,92,19373643,0,1,18766205
183,366,367,20,95,17447085,0,1,21892858
184,368,369,20,96,20752065,0,1,12968801
185,370,371,21,22,15760929,0,1,9757538
186,372,373,21,32,17722054,0,1,42887915
187,374,375,21,33,18954512,0,1,39334957
188,376,377,21,36,18638998,0,1,7182846
189,378,379,21,47,18419621,0,1,16702802
190,380,381,21,71,19372602,0,1,19085638
191,382,383,21,79,17382179,0,1,15700146
192,384,385,21,85,15325427,0,1,5298661
193,386,387,21,92,18786675,0,0,0
194,388,389,22,26,17234091,0,1,26777034
195,390,391,22,29,15665189,0,1,4567471
196,392,393,22,53,17024110,0,1,5758827
197,394,395,22,64,15555171,0,1,13827229
198,396,397,22,66,17941218,0,1,14813619
199,398,399,22,72,17591324,0,1,7579947
200,400,401,22,85,17138227,0,1,5379870
201,402,403,22,92,17741695,0,1,4916483
202,404,405,23,38,16465194,0,1,10237081
203,406,407,23,43,22404443,0,1,12299300
204,408,409,23,99,17458709,0,1,4051916
205,410,411,24,31,17377966,0,0,0
206,412,413,24,65,15838152,0,1,8413858
207,414,415,24,73,17082088,0,1,15010286
208,416,417,24,80,18208595,0,1,4256480
209,418,419,24,82,18509328,0,1,9853957
210,420,421,25,30,17935655,0,1,1199237
211,422,423,25,32,18101204,0,1,11746787
212,424,425,25,37,18637813,0,1,7314292
213,426,427,25,40,17252006,0,1,11906412
214,428,429,25,50,16659087,0,1,6898598
215,430,431,25,61,18803220,0,1,20844979
216,432,433,25,65,16763564,0,1,19072427
217,434,435,25,66,15762501,0,1,28936675
218,436,437,25,72,17989503,0,1,5866396
219,438,439,25,84,18390591,0,1,15985526
220,440,441,25,88,14413870,0,1,17143459
221,442,443,25,93,15263435,0,1,16278760
222,444,445,26,29,17203401,0,1,12775403
223,446,447,26,56,14982500,0,1,19321851
224,448,449,26,79,15981716,0,1,2769680
225,450,451,26,81,19455011,0,1,4251410
226,452,453,26,98,18255661,0,1,11286685
227,454,455,27,28,18944848,0,1,19469800
228,456,457,27,35,18902577,0,1,18113695
229,458,459,27,46,18822204,0,1,30474398
230,460,461,27,54,19945893,0,1,5447246
231,462,463,27,78,18054517,0,1,33452661
232,464,465,27,87,15157037,0,1,12946935
233,466,467,27,98,14468165,0,1,13551345
234,468,469,28,58,19664447,0,1,28484408
235,470,471,28,68,17647187,0,1,19603811
236,472,473,28,76,19459423,0,1,29159056
237,474,475,28,79,14297215,0,1,18416771
238,476,477,28,82,21340783,0,1,41099920
239,478,479,28,85,15611165,0,1,18642788
240,480,481,28,86,17067461,0,1,14616677
241,482,483,28,87,18995525,0,1,9105960
242,484,485,29,37,17783044,0,1,9114808
