id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,17889778,0,1,18836113
1,2,3,0,10,17628987,0,1,10618145
2,4,5,0,14,16388712,0,1,8132789
3,6,7,0,20,18329310,0,1,19913495
4,8,9,0,21,21681607,0,1,15311964
5,10,11,0,27,18057043,0,1,11749988
6,12,13,0,36,18935677,0,1,15929142
7,14,15,0,57,16422523,0,1,5098943
8,16,17,0,72,17150858,0,1,18899355
9,18,19,0,73,19452488,0,1,3687242
10,20,21,0,92,16784919,0,1,2471389
11,22,23,1,3,15148793,0,1,676269
12,24,25,1,15,18844519,0,1,11963221
13,26,27,1,26,18008615,0,1,10412016
14,28,29,1,27,19724521,0,0,0
15,30,31,1,28,19468282,0,1,7850379
16,32,33,1,34,18549138,0,1,26421954
17,34,35,1,43,19966646,0,1,17786373
18,36,37,1,53,16296407,0,1,7265439
19,38,39,1,54,15755214,0,1,16241216
20,40,41,1,71,19018628,0,1,9193349
21,42,43,1,82,14330187,0,1,3442999
22,44,45,1,84,18290747,0,1,5628925
23,46,47,2,9,18025247,0,1,6612677
24,48,49,2,26,19493778,0,1,5077376
25,50,51,2,43,15987044,0,1,23110578
26,52,53,2,44,19395855,0,1,20105429
27,54,55,2,54,17343004,0,1,10242178
28,56,57,2,63,20867489,0,1,6392150
29,58,59,2,65,17870231,0,1,14085937
30,60,61,2,68,14521184,0,1,15457745
31,62,63,2,86,17733486,0,1,4814143
32,64,65,2,87,16137428,0,1,7216929
33,66,67,2,93,19677105,0,1,2763866
34,68,69,3,12,20655201,0,1,5068538
35,70,71,3,31,19038918,0,1,7788672
36,72,73,3,33,15373044,0,1,3436569
37,74,75,3,35,18435401,0,1,11098212
38,76,77,3,36,18609711,0,1,4440224
39,78,79,3,45,16091883,0,1,9707355
40,80,81,3,59,19111780,0,1,43724301
41,82,83,3,73,18867459,0,1,38682169
42,84,85,3,83,19079158,0,1,41071636
43,86,87,3,87,19824610,0,1,7121883
44,88,89,3,97,18841527,0,1,27755561
45,90,91,4,19,15965037,0,1,3471553
46,92,93,4,20,16315779,0,1,4912756
47,94,95,4,42,19176718,0,1,11284033
48,96,97,4,49,19302808,0,1,18531274
49,98,99,4,79,17473893,0,1,2298351
50,100,101,4,82,18332128,0,1,12596110
51,102,103,5,24,20199867,0,1,20696572
52,104,105,5,35,18704522,0,1,19384403
53,106,107,5,52,18137672,0,1,16241804
54,108,109,5,84,17863188,0,1,7173868
55,110,111,5,90,18513982,0,1,2327448
56,112,113,6,8,12727261,0,1,9509548
57,114,115,6,30,21269198,0,1,11077699
58,116,117,6,59,15348831,0,1,5116169
59,118,119,6,61,19390112,0,1,3083173
60,120,121,6,65,17653320,0,1,36785100
61,122,123,6,74,20380525,0,1,28569754
62,124,125,6,89,18127187,0,1,3599814
63,126,127,7,9,17748585,0,1,45623291
64,128,129,7,12,18532289,0,1,13770636
65,130,131,7,18,17888265,0,1,7777482
66,132,133,7,19,18845439,0,1,18200181
67,134,135,7,21,17577200,0,1,9760989
68,136,137,7,24,15012815,0,1,3198757
69,138,139,7,25,15076786,0,1,23203742
70,140,141,7,36,14643031,0,1,4787837
71,142,143,7,43,17669854,0,1,3360374
72,144,145,7,60,21723756,0,1,6631715
73,146,147,7,61,15931356,0,1,15274420
74,148,149,7,66,20146994,0,1,6273284
75,150,151,7,73,19758678,0,1,4537552
76,152,153,7,75,15696947,0,1,12833682
77,154,155,7,77,18916253,0,1,12964055
78,156,157,7,78,19197355,0,1,5617102
79,158,159,8,18,13723200,0,1,14098159
80,160,161,8,21,20471775,0,1,11563457
81,162,163,8,35,16297451,0,1,4334852
82,164,165,8,67,19342106,0,1,8254438
83,166,167,8,68,19156387,0,1,8235497
84,168,169,8,75,17005364,0,1,29774925
85,170,171,8,76,21667571,0,1,10072503
86,172,173,8,81,15699533,0,1,17498037
87,174,175,9,18,17600233,0,1,6246684
88,176,177,9,24,15755086,0,1,14030318
89,178,179,9,69,19910302,0,0,0
90,180,181,9,87,19786996,0,1,6150069
91,182,183,9,91,16350045,0,1,8702639
92,184,185,9,98,19488080,0,1,7988707
93,186,187,10,29,17286661,0,1,10160121
94,188,189,10,53,21390812,0,1,14091077
95,190,191,10,88,20088717,0,1,20907582
96,192,193,11,12,17005856,0,1,20667558
97,194,195,11,22,18562643,0,1,2352783
98,196,197,11,23,17293127,0,1,1820611
99,198,199,11,26,18659121,0,1,28725329
100,200,201,11,33,19112816,0,1,8667029
101,202,203,11,39,15911035,0,1,12623347
102,204,205,11,40,16021270,0,1,9347601
103,206,207,11,45,17092654,0,1,18823157
104,208,209,11,46,20503340,0,1,38112061
105,210,211,11,73,20102971,0,1,5078660
106,212,213,11,92,14945026,0,1,5124848
107,214,215,12,27,18927294,0,1,21120568
108,216,217,12,41,17648734,0,1,10168512
109,218,219,12,43,22335223,0,1,9049693
110,220,221,12,45,12402004,0,1,4281862
111,222,223,12,46,17823913,0,1,37734868
112,224,225,12,71,19440592,0,1,41263969
113,226,227,12,80,20511298,0,1,13201156
114,228,229,12,89,16444844,0,1,12654629
115,230,231,12,95,15552079,0,1,2274393
116,232,233,13,28,18272740,0,1,2847892
117,234,235,13,29,16335091,0,1,6524386
118,236,237,13,39,20233361,0,1,5353693
119,238,239,13,46,17937915,0,1,2356931
120,240,241,13,77,19702447,0,1,13374495
121,242,243,14,37,17380556,0,1,5496694
122,244,245,14,39,17970839,0,1,10797569
123,246,247,14,46,17998108,0,1,3436762
124,248,249,14,58,20640155,0,0,0
125,250,251,14,68,19115561,0,0,0
126,252,253,14,89,17543178,0,1,10939615
127,254,255,15,22,19604229,0,1,24177957
128,256,257,15,27,17867460,0,1,3898253
129,258,259,15,33,18820227,0,1,10977515
130,260,261,15,35,19041107,0,1,6312958
131,262,263,15,48,16878060,0,1,13292699
132,264,265,15,56,16366516,0,1,12888960
133,266,267,15,88,14714749,0,1,3219357
134,268,269,16,18,19823155,0,1,3882839
135,270,271,16,31,18648225,0,1,44352694
136,272,273,16,32,17121855,0,1,5308723
137,274,275,16,40,19664612,0,1,4023327
138,276,277,16,44,18482799,0,1,7090401
139,278,279,16,56,17856195,0,1,8648066
140,280,281,16,64,18497370,0,1,4817964
141,282,283,16,68,18006381,0,1,4276834
142,284,285,16,81,19459058,0,1,25827315
143,286,287,16,88,18153598,0,1,28267954
144,288,289,16,90,16519998,0,1,13356670
145,290,291,16,93,14312330,0,1,4200746
146,292,293,16,95,19360108,0,1,16151358
147,294,295,16,97,20146188,0,1,3747270
148,296,297,17,30,18364601,0,1,6159535
149,298,299,17,31,19170646,0,1,28285345
150,300,301,17,39,19572412,0,1,22238330
151,302,303,17,63,19179241,0,1,42702522
152,304,305,17,77,20441561,0,1,30435019
153,306,307,17,81,20139069,0,1,6651893
154,308,309,17,87,18456492,0,1,6043426
155,310,311,18,27,18225939,0,1,32204720
156,312,313,18,40,14390235,0,1,4979769
157,314,315,18,45,16886060,0,1,13911052
158,316,317,18,56,17951615,0,1,4419195
159,318,319,18,58,14468547,0,1,10380659
160,320,321,18,74,16683159,0,1,21231880
161,322,323,18,75,19230136,0,1,5517703
162,324,325,18,76,14894807,0,1,5874321
163,326,327,18,79,18372502,0,1,10804041
164,328,329,18,80,14921953,0,1,15994030
165,330,331,18,83,18599349,0,1,27204394
166,332,333,18,84,19212108,0,1,16675422
167,334,335,18,98,15627726,0,1,7593855
168,336,337,19,25,20798031,0,1,14084104
169,338,339,19,31,16271803,0,1,44789576
170,340,341,19,49,18809211,0,1,35287486
171,342,343,19,66,19236430,0,1,20543582
172,344,345,19,78,18008237,0,1,7973356
173,346,347,19,88,16072498,0,1,14250469
174,348,349,20,22,18215988,0,1,17651223
175,350,351,20,39,17273419,0,1,13379890
176,352,353,20,49,19785122,0,1,6802765
177,354,355,20,52,15922241,0,1,1339959
178,356,357,20,53,14235611,0,1,15998528
179,358,359,20,72,18708254,0,1,9961172
180,360,361,20,79,16310276,0,1,3047599
181,362,363,20,84,14369276,0,1,13683603
182,364,365,20,92,19373643,0,1,2781256
183,366,367,20,95,17447085,0,1,23623954
184,368,369,20,96,20752065,0,1,31855385
185,370,371,21,22,15760929,0,1,21576453
186,372,373,21,32,17722054,0,1,8174852
187,374,375,21,33,18954512,0,1,8369640
188,376,377,21,36,18638998,0,1,7244361
189,378,379,21,47,18419621,0,1,10849740
190,380,381,21,71,19372602,0,1,4841891
191,382,383,21,79,17382179,0,0,0
192,384,385,21,85,15325427,0,1,3304805
193,386,387,21,92,18786675,0,0,0
194,388,389,22,26,17234091,0,1,22326699
195,390,391,22,29,15665189,0,1,11211670
196,392,393,22,53,17024110,0,1,1939792
197,394,395,22,64,15555171,0,1,8324749
198,396,397,22,66,17941218,0,1,6686547
199,398,399,22,72,17591324,0,1,19983757
200,400,401,22,85,17138227,0,1,10109268
201,402,403,22,92,17741695,0,1,2361561
202,404,405,23,38,16465194,0,1,27391870
203,406,407,23,43,22404443,0,1,15077013
204,408,409,23,99,17458709,0,1,3763037
205,410,411,24,31,17377966,0,1,4966899
206,412,413,24,65,15838152,0,1,12806648
207,414,415,24,73,17082088,0,1,14521835
208,416,417,24,80,18208595,0,1,21032833
209,418,419,24,82,18509328,0,1,21169204
210,420,421,25,30,17935655,0,1,28000871
211,422,423,25,32,18101204,0,1,4225015
212,424,425,25,37,18637813,0,1,7245106
213,426,427,25,40,17252006,0,1,25493644
214,428,429,25,50,16659087,0,1,28119882
215,430,431,25,61,18803220,0,1,16521514
216,432,433,25,65,16763564,0,1,5826729
217,434,435,25,66,15762501,0,1,6625342
218,436,437,25,72,17989503,0,1,1775957
219,438,439,25,84,18390591,0,1,8523325
220,440,441,25,88,14413870,0,1,3965816
221,442,443,25,93,15263435,0,1,8117245
222,444,445,26,29,17203401,0,1,7534849
223,446,447,26,56,14982500,0,1,4947791
224,448,449,26,79,15981716,0,1,2853736
225,450,451,26,81,19455011,0,1,48477254
226,452,453,26,98,18255661,0,1,16800398
227,454,455,27,28,18944848,0,0,0
228,456,457,27,35,18902577,0,1,6553830
229,458,459,27,46,18822204,0,1,11520716
230,460,461,27,54,19945893,0,1,3574331
231,462,463,27,78,18054517,0,1,25639604
232,464,465,27,87,15157037,0,1,15979923
233,466,467,27,98,14468165,0,1,5708693
234,468,469,28,58,19664447,0,1,22517936
235,470,471,28,68,17647187,0,1,10119130
236,472,473,28,76,19459423,0,1,20469363
237,474,475,28,79,14297215,0,1,10005227
238,476,477,28,82,21340783,0,1,8186819
239,478,479,28,85,15611165,0,1,19482654
240,480,481,28,86,17067461,0,1,11287986
241,482,483,28,87,18995525,0,1,27146045
242,484,485,29,37,17783044,0,1,4348948
243,486,487,29,54,16380207,0,1,2871582
244,488,489,29,64,19803515,0,1,14101881
245,490,491,29,65,17445705,0,1,24699349
246,492,493,29,70,19156452,0,1,6693440
